,Date,artistName,trackName,msPlayed
2705,2020-01-11,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",280000
2706,2020-01-11,Caleb and Kelsey,My Heart Will Go on (Titanic Theme Song),226348
2707,2020-01-11,Train,"Hey, Soul Sister",1249
2708,2020-01-11,Guru Randhawa,Yaar Mod Do,14635
2709,2020-01-11,Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",1355
2710,2020-01-11,Shankar-Ehsaan-Loy,Lakshya,122402
2711,2020-01-11,Imagine Dragons,Radioactive,86166
2694,2020-01-11,OneRepublic,Counting Stars,257266
2713,2020-01-11,Shankar-Ehsaan-Loy,Lakshya,278693
2704,2020-01-11,benny blanco,Eastside (with Halsey & Khalid),714
2693,2020-01-11,OneRepublic,Counting Stars,257266
2685,2020-01-11,Imagine Dragons,It's Time,3784
2691,2020-01-11,Imagine Dragons,It's Time,240306
2671,2020-01-11,Taylor Swift,Shake It Off,822
2672,2020-01-11,Taylor Swift,I Wish You Would,207440
2673,2020-01-11,Taylor Swift,Bad Blood,29535
2674,2020-01-11,Taylor Swift,Wildest Dreams,220440
2675,2020-01-11,Taylor Swift,How You Get The Girl,247533
2676,2020-01-11,Taylor Swift,Stay Stay Stay,147
2692,2020-01-11,Imagine Dragons,Demons,153827
2678,2020-01-11,Taylor Swift,We Are Never Ever Getting Back Together,193146
2679,2020-01-11,Taylor Swift,Stay Stay Stay,164339
2677,2020-01-11,Taylor Swift,This Love,9348
2681,2020-01-11,Guru Randhawa,Yaar Mod Do,110878
2680,2020-01-11,Shankar-Ehsaan-Loy,Lakshya,313235
2689,2020-01-11,Imagine Dragons,Radioactive,186813
2688,2020-01-11,Shawn Mendes,Señorita,190960
2687,2020-01-11,Taylor Swift,You Need To Calm Down,171360
2690,2020-01-11,Imagine Dragons,Tiptoe,194200
2684,2020-01-11,Imagine Dragons,Tiptoe,194200
2683,2020-01-11,Imagine Dragons,Radioactive,186813
2682,2020-01-11,Shawn Mendes,Señorita,190960
2686,2020-01-11,Calum Scott,You Are The Reason,204326
2723,2020-01-12,Bart Claessen,First Light - Original Dub Mix,22105
2729,2020-01-12,benny blanco,Eastside (with Halsey & Khalid),134620
2728,2020-01-12,benny blanco,Eastside (with Halsey & Khalid),3177
2727,2020-01-12,benny blanco,Eastside (with Halsey & Khalid),90059
2726,2020-01-12,Tiësto,Adagio For Strings,108934
2724,2020-01-12,Róisín Murphy,Evil Eyes - Hercules & Love Affair Remix,260755
2722,2020-01-12,Lady Gaga,The Edge Of Glory - Cahill Club Mix,3389
2725,2020-01-12,Riva,Time Is The Healer - Armin van Buuren Remix,475271
2720,2020-01-12,Flo Rida,Right Round,206493
2719,2020-01-12,THE GYM BEATS,Deathly High,28122
2718,2020-01-12,THE GYM BEATS,Deathly High,90040
2721,2020-01-12,Mason,Perfect (Exceeder) - Martijn Ten Velden Vocal Remix,244165
2717,2020-01-12,THE GYM BEATS,Spaceman,293528
2716,2020-01-12,David Guetta,Titanium,4179
2715,2020-01-12,Kygo,Born To Be Yours,11791
2714,2020-01-12,The Chainsmokers,Takeaway,209880
2782,2020-01-13,Foster The People,Pumped Up Kicks,120667
2781,2020-01-13,Mötley Crüe,Home Sweet Home,14567
2780,2020-01-13,Foster The People,Pumped Up Kicks,150070
2779,2020-01-13,"Earth, Wind & Fire",September,181151
2778,2020-01-13,Maroon 5,Sugar,235493
2777,2020-01-13,Train,"Hey, Soul Sister",216773
2776,2020-01-13,Katy Perry,Firework,227893
2772,2020-01-13,Maroon 5,Sugar,0
2774,2020-01-13,Imagine Dragons,Believer,204346
2773,2020-01-13,Katy Perry,Firework,0
2783,2020-01-13,Jarah Damiël,Bigger,161718
2771,2020-01-13,Imagine Dragons,Believer,0
2770,2020-01-13,Black Eyed Peas,I Gotta Feeling,0
2769,2020-01-13,Train,"Hey, Soul Sister",0
2768,2020-01-13,Maroon 5,Sugar,1828
2775,2020-01-13,Black Eyed Peas,I Gotta Feeling,289133
2784,2020-01-13,GLDN,Take Me,170957
2788,2020-01-13,Corx,Cathedral - Project North Edit,125625
2786,2020-01-13,Valentino Khan,JustYourSoul - Tchami Remix,234240
2802,2020-01-13,Sebastian Yatra,My Only One (No Hay Nadie Más),5906
2801,2020-01-13,Sebastian Yatra,My Only One (No Hay Nadie Más),150022
2800,2020-01-13,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",137970
2798,2020-01-13,Dirty Palm,Takedown,15660
2797,2020-01-13,Habstrakt,Real,207511
2796,2020-01-13,Duckworthsound,Culture Shock,212852
2795,2020-01-13,Habstrakt,Real,2508
2794,2020-01-13,Duckworthsound,Culture Shock,166388
2793,2020-01-13,Valentti,Don't Hold Back,178027
2792,2020-01-13,Asdek,Nightmares,126813
2791,2020-01-13,Cat Dealers,Sweet Munchies,1634
2790,2020-01-13,Coopex,Dance Monkey,194706
2789,2020-01-13,Dr. Fresch,Get Back,255872
2767,2020-01-13,Foster The People,Pumped Up Kicks,0
2787,2020-01-13,ALEJANDRO,Mamba,157050
2785,2020-01-13,RICCI,Bang,274144
2766,2020-01-13,"Earth, Wind & Fire",September,0
2799,2020-01-13,Dirty Palm,Takedown,340
2764,2020-01-13,Katy Perry,Firework,227893
2744,2020-01-13,Westlife,I Lay My Love on You - Remix,1062
2743,2020-01-13,Imagine Dragons,Nothing Left To Say / Rocks - Medley,0
2742,2020-01-13,Amit Trivedi,Namo Namo,448
2741,2020-01-13,The Local Train,Dil Mere,346
2740,2020-01-13,Imagine Dragons,Demons,1936
2739,2020-01-13,Imagine Dragons,Demons,81708
2738,2020-01-13,Guru Randhawa,Yaar Mod Do,208621
2737,2020-01-13,Imagine Dragons,It's Time,11705
2736,2020-01-13,Imagine Dragons,It's Time,171793
2734,2020-01-13,Imagine Dragons,Radioactive,186813
2733,2020-01-13,The Local Train,Aakhri Salaam,25500
2732,2020-01-13,The Local Train,Mizaaj,263509
2731,2020-01-13,The Local Train,Mere Yaar,286720
2730,2020-01-13,The Local Train,Aaftaab,233471
2765,2020-01-13,Train,"Hey, Soul Sister",127779
2745,2020-01-13,Pritam,Aashiyan,532
2746,2020-01-13,Imagine Dragons,Radioactive,551
2735,2020-01-13,Imagine Dragons,Tiptoe,193000
2748,2020-01-13,Voidoid,Riverdale Theme,652
2747,2020-01-13,Rachel Platten,Fight Song,0
2762,2020-01-13,Imagine Dragons,Believer,517
2761,2020-01-13,Black Eyed Peas,I Gotta Feeling,2415
2760,2020-01-13,Black Eyed Peas,I Gotta Feeling,114680
2759,2020-01-13,Imagine Dragons,Believer,0
2758,2020-01-13,Imagine Dragons,Demons,60060
2757,2020-01-13,David Guetta,Titanium,31607
2763,2020-01-13,Black Eyed Peas,I Gotta Feeling,289133
2755,2020-01-13,David Guetta,Titanium,178639
2754,2020-01-13,fun.,We Are Young,237106
2753,2020-01-13,benny blanco,Eastside (with Halsey & Khalid),33656
2752,2020-01-13,Amit Trivedi,Namo Namo,65032
2751,2020-01-13,Amit Trivedi,Namo Namo,151186
2750,2020-01-13,Rachel Platten,Fight Song,204013
2756,2020-01-13,David Guetta,Titanium,35780
2749,2020-01-13,Imagine Dragons,Bleeding Out,561
2835,2020-01-14,Jubin Nautiyal,Tujhe Kitna Chahein Aur (Film Version),8160
2834,2020-01-14,Mötley Crüe,Home Sweet Home,43303
2833,2020-01-14,Foster The People,Pumped Up Kicks,239600
2832,2020-01-14,"Earth, Wind & Fire",September,215080
2829,2020-01-14,Maroon 5,Sugar,30041
2830,2020-01-14,Maroon 5,Sugar,1363
2836,2020-01-14,Sachin-Jigar,Saibo,195253
2828,2020-01-14,Train,"Hey, Soul Sister",216773
2831,2020-01-14,Maroon 5,Sugar,232239
2837,2020-01-14,Mithoon,"Humnava (From ""Hamari Adhuri Kahani"")",53730
2845,2020-01-14,Calum Scott,You Are The Reason - Duet Version,1100
2839,2020-01-14,DHARIA,Sugar & Brownies,197836
2840,2020-01-14,Emrah Karaduman,Ben Ölmeden Önce,9410
2841,2020-01-14,Maroon 5,Sugar,210560
2842,2020-01-14,The Local Train,Aaftaab,233471
2843,2020-01-14,The Local Train,Mere Yaar,197933
2844,2020-01-14,Calum Scott,You Are The Reason,200790
2846,2020-01-14,Calum Scott,You Are The Reason - Duet Version,34020
2847,2020-01-14,Alex Porat,You Are the Reason,184070
2848,2020-01-14,Shankar-Ehsaan-Loy,Lakshya,13790
2827,2020-01-14,Katy Perry,Firework,227893
2838,2020-01-14,G-Eazy,No Limit,6230
2826,2020-01-14,Black Eyed Peas,I Gotta Feeling,167678
2822,2020-01-14,Coopex,Dance Monkey,150099
2824,2020-01-14,Cat Dealers,Sweet Munchies,129523
2825,2020-01-14,Valentti,Don't Hold Back,29098
2803,2020-01-14,Woof Logik,Inception,235540
2804,2020-01-14,Boombox Cartel,Drip,190243
2805,2020-01-14,NGO,Stress of Success,219076
2807,2020-01-14,The FifthGuys,Fallout,8779
2808,2020-01-14,GLDN,What to Do,167144
2809,2020-01-14,Capozzi,Feel This,180219
2810,2020-01-14,NGHTMRE,GUD VIBRATIONS - Habstrakt Remix,2194
2811,2020-01-14,Capozzi,Feel This,1115
2812,2020-01-14,Boombox Cartel,Moon Love,90035
2806,2020-01-14,Öwnboss,Unfucking Believable,176639
2814,2020-01-14,Jarah Damiël,Bigger,90860
2815,2020-01-14,GLDN,Take Me,0
2816,2020-01-14,RICCI,Bang,120056
2817,2020-01-14,RICCI,Bang,108141
2818,2020-01-14,Valentino Khan,JustYourSoul - Tchami Remix,234240
2819,2020-01-14,ALEJANDRO,Mamba,157050
2820,2020-01-14,Corx,Cathedral - Project North Edit,125424
2821,2020-01-14,Dr. Fresch,Get Back,255872
2813,2020-01-14,FISHER,Losing It,8456
2823,2020-01-14,Asdek,Nightmares,215625
2890,2020-01-15,Leon Else,My Kind Of Love,0
2889,2020-01-15,Lord Huron,The Night We Met (feat. Phoebe Bridgers),208173
2888,2020-01-15,YUNGBLUD,Falling Skies (feat. Charlotte Lawrence),202786
2887,2020-01-15,Selena Gomez,Back To You,12766
2886,2020-01-15,fun.,We Are Young,234081
2907,2020-01-15,Foster The People,Pumped Up Kicks,1222
2884,2020-01-15,Sadhguru,Sadhguru on How Mahatma Gandhi Changed The World,6603
2883,2020-01-15,RICCI,Bang,68865
2882,2020-01-15,Jarah Damiël,Bigger,161718
2881,2020-01-15,Martin Garrix,Animals - Original Mix,116059
2891,2020-01-15,Colouring,Time,2051
2885,2020-01-15,David Guetta,Titanium,711
2892,2020-01-15,Parade of Lights,Tangled Up,101471
2903,2020-01-15,Katy Perry,Firework,154884
2894,2020-01-15,Fearless Motivation,Focus (Gym Motivation),1141
2895,2020-01-15,Fearless Motivation,Focus (Gym Motivation),90048
2896,2020-01-15,Kina Grannis,Can't Help Falling In Love - Piano Version,60733
2897,2020-01-15,fun.,We Are Young,237106
2898,2020-01-15,David Guetta,Titanium,156649
2899,2020-01-15,David Guetta,Titanium,84423
2900,2020-01-15,Imagine Dragons,Demons,46
2901,2020-01-15,Imagine Dragons,Believer,204346
2902,2020-01-15,Black Eyed Peas,I Gotta Feeling,30693
2904,2020-01-15,Train,"Hey, Soul Sister",195098
2905,2020-01-15,Maroon 5,Sugar,235292
2906,2020-01-15,"Earth, Wind & Fire",September,590
2880,2020-01-15,Martin Garrix,Animals - Original Mix,304228
2893,2020-01-15,Fearless Motivation,Discipline (Motivational Speech),254000
2879,2020-01-15,Martin Garrix,Animals - Original Mix,304228
2873,2020-01-15,Capozzi,Feel This,210775
2877,2020-01-15,Tiësto,BOOM,5614
2878,2020-01-15,Trevor Omoto,The Way,6396
2849,2020-01-15,Jarah Damiël,Bigger,161718
2850,2020-01-15,RICCI,Bang,176000
2851,2020-01-15,GLDN,Take Me,170957
2853,2020-01-15,ALEJANDRO,Mamba,68198
2854,2020-01-15,Corx,Cathedral - Project North Edit,0
2855,2020-01-15,Dr. Fresch,Get Back,255872
2856,2020-01-15,Coopex,Dance Monkey,194706
2857,2020-01-15,Asdek,Nightmares,215625
2858,2020-01-15,Cat Dealers,Sweet Munchies,129523
2859,2020-01-15,Valentti,Don't Hold Back,178027
2860,2020-01-15,Duckworthsound,Culture Shock,212852
2861,2020-01-15,Habstrakt,Real,207512
2852,2020-01-15,Valentino Khan,JustYourSoul - Tchami Remix,234240
2863,2020-01-15,Dirty Palm,Takedown,148108
2862,2020-01-15,Dirty Palm,Takedown,30099
2876,2020-01-15,Sak Noel,Trumpets,3779
2875,2020-01-15,eedion,Okay,12309
2872,2020-01-15,Maroon 5,Animals,1175
2871,2020-01-15,GLDN,What to Do,167144
2870,2020-01-15,The FifthGuys,Fallout,209485
2874,2020-01-15,Julian Calor,Cell - Album Edit,8068
2868,2020-01-15,NGO,Stress of Success,219076
2867,2020-01-15,Boombox Cartel,Drip,190243
2866,2020-01-15,Woof Logik,Inception,243783
2865,2020-01-15,Seven Youth,Signals,155177
2864,2020-01-15,Destructo,No Retreat,221250
2869,2020-01-15,Öwnboss,Unfucking Believable,74886
2932,2020-01-16,Destructo,No Retreat,221250
2939,2020-01-16,Westlife,I Lay My Love on You - Remix,203647
2933,2020-01-16,Seven Youth,Signals,17368
2934,2020-01-16,Seven Youth,Signals,7304
2935,2020-01-16,Shankar-Ehsaan-Loy,Lakshya,290556
2936,2020-01-16,Guru Randhawa,Yaar Mod Do,208621
2937,2020-01-16,Imagine Dragons,Demons,175200
2938,2020-01-16,The Local Train,Dil Mere,46
2940,2020-01-16,The Local Train,Dil Mere,11109
2947,2020-01-16,Jarah Damiël,Bigger,1433
2942,2020-01-16,Jarah Damiël,Bigger,161718
2943,2020-01-16,RICCI,Bang,176000
2944,2020-01-16,GLDN,Take Me,170957
2945,2020-01-16,Valentino Khan,JustYourSoul - Tchami Remix,234240
2946,2020-01-16,ALEJANDRO,Mamba,115223
2948,2020-01-16,Valentino Khan,JustYourSoul - Tchami Remix,2522
2949,2020-01-16,ALEJANDRO,Mamba,21701
2950,2020-01-16,Trevor Omoto,The Way,160850
2931,2020-01-16,Duckworthsound,Culture Shock,212852
2941,2020-01-16,RICCI,Bang,590
2930,2020-01-16,Valentti,Don't Hold Back,178027
2928,2020-01-16,Cat Dealers,Sweet Munchies,940
2912,2020-01-16,RICCI,Bang,176000
2929,2020-01-16,21 Savage,1.5,4471
2908,2020-01-16,Jarah Damiël,Bigger,30
2909,2020-01-16,Jarah Damiël,Bigger,90013
2910,2020-01-16,Jarah Damiël,Bigger,159027
2911,2020-01-16,David Guetta,Titanium,7192
2913,2020-01-16,GLDN,Take Me,170956
2914,2020-01-16,Valentino Khan,JustYourSoul - Tchami Remix,17712
2915,2020-01-16,Flosstradamus,Mosh Pit (feat. Casino),144275
2917,2020-01-16,WiDE AWAKE,Savages (feat. Doctor),165613
2916,2020-01-16,Fabian Mazur,Arena,145728
2919,2020-01-16,Rain Man,Bring Back the Summer (feat. OLY),158500
2920,2020-01-16,PLS&TY,Good Vibes - Radio Edit,43867
2921,2020-01-16,Yellow Claw,Fake Chanel,10412
2922,2020-01-16,Yellow Claw,Fake Chanel,40978
2923,2020-01-16,NGHTMRE,GUD VIBRATIONS,224210
2924,2020-01-16,RL Grime,I Wanna Know,206727
2925,2020-01-16,Jauz,Gassed Up,236799
2926,2020-01-16,Lil Yachty,NBAYOUNGBOAT,139845
2927,2020-01-16,Dirty Palm,Takedown,1438
2918,2020-01-16,Zomboy,Young & Dangerous - Party Thieves & Tre Sera Remix,0
2987,2020-01-17,Imagine Dragons,Bleeding Out,1159
2990,2020-01-17,Imagine Dragons,Cha-Ching (Till We Grow Older),718
2989,2020-01-17,Imagine Dragons,Underdog,109308
2988,2020-01-17,Imagine Dragons,Bleeding Out,219926
2986,2020-01-17,Imagine Dragons,Every Night,215533
2980,2020-01-17,Imagine Dragons,Radioactive,916
2984,2020-01-17,Imagine Dragons,Amsterdam,241426
2983,2020-01-17,Imagine Dragons,On Top Of The World,189840
2982,2020-01-17,Imagine Dragons,Demons,175200
2981,2020-01-17,The Local Train,Aaftaab,45043
2991,2020-01-17,Imagine Dragons,Nothing Left To Say / Rocks - Medley,937
2985,2020-01-17,Imagine Dragons,Hear Me,232240
2992,2020-01-17,Imagine Dragons,Working Man,0
3003,2020-01-17,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),7603
2994,2020-01-17,Fearless Motivation,The Best Part Is That It's Hard (Motivational Speech),257763
2995,2020-01-17,Fearless Motivation,Legacy (Motivational Speech),228685
2996,2020-01-17,Fearless Motivation,Keep Showing Up (Motivational Speech),84942
2997,2020-01-17,Fearless Motivation,Keep Showing Up (Motivational Speech),116807
2998,2020-01-17,Fearless Motivation,Prepared to Die (Champions Walk) [Motivational Speech],1291
2999,2020-01-17,Fearless Motivation,Prepared to Die (Champions Walk) [Motivational Speech],291141
3000,2020-01-17,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],30042
3001,2020-01-17,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],158161
3002,2020-01-17,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),47618
3004,2020-01-17,Imagine Dragons,My Fault,150307
3005,2020-01-17,Imagine Dragons,My Fault,9117
2993,2020-01-17,Fearless Motivation,Legacy (Motivational Speech),161721
2979,2020-01-17,The Local Train,Mere Yaar,0
2951,2020-01-17,Jarah Damiël,Bigger,161718
2977,2020-01-17,The Local Train,Yeh Zindagi Hai - Demo,260381
2952,2020-01-17,RICCI,Bang,176000
2953,2020-01-17,GLDN,Take Me,170957
2954,2020-01-17,Valentino Khan,JustYourSoul - Tchami Remix,234240
2978,2020-01-17,The Local Train,Gustaakh,34405
2956,2020-01-17,Corx,Cathedral - Project North Edit,125625
2957,2020-01-17,Dr. Fresch,Get Back,60177
2958,2020-01-17,Dr. Fresch,Get Back,7906
2959,2020-01-17,Bart Claessen,First Light - Original Dub Mix,46494
2960,2020-01-17,JAY-Z,Ni**as In Paris,8071
2961,2020-01-17,Fearless Motivation,My Escape (Gym Motivational Speech),151083
2962,2020-01-17,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],275297
2963,2020-01-17,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),213124
2955,2020-01-17,ALEJANDRO,Mamba,157050
2965,2020-01-17,Fearless Motivation,Your Results Are a Mirror (Motivational Speech),257012
2964,2020-01-17,Fearless Motivation,Time for War (Epic Motivational V1.0),246008
2976,2020-01-17,The Local Train,Manzil,241391
2974,2020-01-17,Fearless Motivation,Unbreakable,6526
2973,2020-01-17,Fearless Motivation,Focus (Gym Motivation),83338
2972,2020-01-17,Fearless Motivation,Discipline (Motivational Speech),254000
2975,2020-01-17,Fearless Motivation,Heart,85995
2970,2020-01-17,Fearless Motivation,Focus (Gym Motivation),1972
2969,2020-01-17,Fearless Motivation,Discipline (Motivational Speech),150197
2968,2020-01-17,Fearless Motivation,I Didn't Come This Far to Only Come This Far (The Journey),120077
2967,2020-01-17,Fearless Motivation,Pain Is My Friend (Motivational Speech),203130
2966,2020-01-17,Fearless Motivation,The Lion Attitude (Motivational Speech),342510
2971,2020-01-17,Fearless Motivation,Discipline (Motivational Speech),826
3035,2020-01-18,The Broadway Playbills,"Boulevard of Broken Dreams (From ""American Idiot Musical"")",0
3028,2020-01-18,Fearless Motivation,Discipline (Motivational Speech),340
3030,2020-01-18,Taylor Swift,The Last Time,252286
3031,2020-01-18,Taylor Swift,Holy Ground,202960
3032,2020-01-18,Nick Warner,Boulevard of Broken Dreams,2113
3033,2020-01-18,Taylor Swift,The Lucky One,4511
3034,2020-01-18,Taylor Swift,Come Back...Be Here,3400
3036,2020-01-18,Taylor Swift,Sad Beautiful Tragic,109627
3043,2020-01-18,Bryan Adams,Summer Of '69,160193
3038,2020-01-18,Nick Warner,Boulevard of Broken Dreams,177035
3039,2020-01-18,Nick Warner,Boulevard of Broken Dreams,26848
3040,2020-01-18,Nick Warner,Boulevard of Broken Dreams,1761
3041,2020-01-18,Nick Warner,Boulevard of Broken Dreams,20244
3042,2020-01-18,Nick Warner,Boulevard of Broken Dreams,46107
3044,2020-01-18,Bryan Adams,Summer Of '69 - MTV Unplugged Version,100569
3045,2020-01-18,Bryan Adams,Summer Of '69,193859
3027,2020-01-18,Taylor Swift,We Are Never Ever Getting Back Together,5897
3037,2020-01-18,Neck Deep,Boulevard of Broken Dreams,3058
3026,2020-01-18,Fearless Motivation,Discipline (Motivational Speech),102835
3029,2020-01-18,Taylor Swift,Stay Stay Stay,205853
3024,2020-01-18,Fearless Motivation,Pain Is My Friend (Motivational Speech),203130
3006,2020-01-18,Taylor Swift,We Are Never Ever Getting Back Together,193146
3007,2020-01-18,Taylor Swift,Stay Stay Stay,205853
3008,2020-01-18,Taylor Swift,The Last Time,299013
3009,2020-01-18,Taylor Swift,Holy Ground,202960
3011,2020-01-18,Fearless Motivation,Beast Mode (Do You Even Lift) [Bodybuilding Motivation],252294
3012,2020-01-18,Fearless Motivation,Hard Work Beats Talent (Motivational Speech),243897
3013,2020-01-18,Fearless Motivation,Dream Big (Motivational Speech),236135
3014,2020-01-18,Fearless Motivation,I Am a Machine (Motivational Speech V2.0),57063
3015,2020-01-18,Fearless Motivation,Brothers (Sports Motivational Speech),265000
3010,2020-01-18,Taylor Swift,Sad Beautiful Tragic,62421
3017,2020-01-18,Fearless Motivation,Legacy (Motivational Speech),83023
3018,2020-01-18,Fearless Motivation,My Escape (Gym Motivational Speech),151083
3019,2020-01-18,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],275297
3020,2020-01-18,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),29621
3021,2020-01-18,Fearless Motivation,Time for War (Epic Motivational V1.0),246008
3025,2020-01-18,Fearless Motivation,I Didn't Come This Far to Only Come This Far (The Journey),150190
3022,2020-01-18,Fearless Motivation,Your Results Are a Mirror (Motivational Speech),257012
3023,2020-01-18,Fearless Motivation,The Lion Attitude (Motivational Speech),342510
3016,2020-01-18,Fearless Motivation,The Best Part Is That It's Hard (Motivational Speech),257763
3083,2020-01-19,Ritviz,Liggi,0
3082,2020-01-19,Ritviz,Liggi,4220
3081,2020-01-19,Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",0
3080,2020-01-19,Tanishk Bagchi,Makhna,908
3079,2020-01-19,Dhvani Bhanushali,Vaaste,91920
3075,2020-01-19,Fearless Motivation,Discipline (Motivational Speech),254000
3077,2020-01-19,Fearless Motivation,Heart,203070
3076,2020-01-19,Fearless Motivation,Focus (Gym Motivation),228871
3074,2020-01-19,Fearless Motivation,Discipline (Motivational Speech),46
3084,2020-01-19,Ritviz,Liggi,122373
3078,2020-01-19,Fearless Motivation,Unbreakable,106312
3085,2020-01-19,Tanishk Bagchi,Makhna,183000
3095,2020-01-19,Neha Kakkar,Yaad Piya Ki Aane Lagi,111
3087,2020-01-19,Arijit Singh,"Dua Karo (From ""Street Dancer 3D"")",2116
3088,2020-01-19,Naezy,Maghreb,798
3089,2020-01-19,Arijit Singh,"Dua Karo (From ""Street Dancer 3D"")",3752
3090,2020-01-19,Guru Randhawa,"Lagdi Lahore Di (From ""Street Dancer 3D"")",66
3091,2020-01-19,Gajendra Verma,Ja Ja Ja,937
3092,2020-01-19,Rochak Kohli,Dil Na Jaaneya,370
3093,2020-01-19,Shankar-Ehsaan-Loy,Kya Karoon?,0
3094,2020-01-19,Tanishk Bagchi,Khud Se Zyada,1244
3073,2020-01-19,Fearless Motivation,Focus (Gym Motivation),0
3096,2020-01-19,Neha Kakkar,La La La,0
3098,2020-01-19,Dhvani Bhanushali,Vaaste,169020
3086,2020-01-19,Amit Trivedi,Naina Da Kya Kasoor,210951
3072,2020-01-19,Fearless Motivation,I Didn't Come This Far to Only Come This Far (The Journey),150190
3097,2020-01-19,Neha Kakkar,La La La,746
3070,2020-01-19,Fearless Motivation,The Lion Attitude (Motivational Speech),342510
3046,2020-01-19,Bryan Adams,Summer Of '69,217493
3071,2020-01-19,Fearless Motivation,Pain Is My Friend (Motivational Speech),203130
3047,2020-01-19,Bryan Adams,Summer Of '69,217493
3048,2020-01-19,Bryan Adams,Summer Of '69,217493
3049,2020-01-19,Bryan Adams,Summer Of '69,30076
3050,2020-01-19,Bryan Adams,Summer Of '69,217493
3051,2020-01-19,Bryan Adams,Summer Of '69,19376
3052,2020-01-19,Jarah Damiël,Bigger,161718
3054,2020-01-19,Don Diablo,Congratulations - Don Diablo VIP Mix,92811
3055,2020-01-19,GLDN,Take Me,170957
3056,2020-01-19,ALEJANDRO,Mamba,157050
3057,2020-01-19,Corx,Cathedral - Project North Edit,125625
3053,2020-01-19,RICCI,Bang,176000
3059,2020-01-19,Saint Punk,911,13012
3069,2020-01-19,Fearless Motivation,Your Results Are a Mirror (Motivational Speech),257012
3058,2020-01-19,NuKid,House Party,4311
3067,2020-01-19,Fearless Motivation,Time for War (Epic Motivational V1.0),120055
3066,2020-01-19,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),213124
3065,2020-01-19,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],275297
3068,2020-01-19,Fearless Motivation,Time for War (Epic Motivational V1.0),1634
3063,2020-01-19,SIDDHI KID,Deep in You,72023
3062,2020-01-19,The Score,Legend,2432
3061,2020-01-19,Above & Beyond,See The End,185746
3060,2020-01-19,Valentino Khan,JustYourSoul - Tchami Remix,53343
3064,2020-01-19,Fearless Motivation,My Escape (Gym Motivational Speech),151083
3134,2020-01-20,Taylor Swift,Sad Beautiful Tragic,59826
3126,2020-01-20,Taylor Swift,All Too Well,329160
3127,2020-01-20,Taylor Swift,22,141337
3128,2020-01-20,Taylor Swift,I Almost Do,115250
3129,2020-01-20,Taylor Swift,We Are Never Ever Getting Back Together,193146
3130,2020-01-20,Taylor Swift,Stay Stay Stay,205853
3131,2020-01-20,Taylor Swift,The Last Time,299013
3132,2020-01-20,Taylor Swift,Holy Ground,202960
3133,2020-01-20,Taylor Swift,Sad Beautiful Tragic,185875
3135,2020-01-20,Taylor Swift,The Lucky One,240266
3147,2020-01-20,The Stray Birds,Dream in Blue,2012
3137,2020-01-20,Tanishk Bagchi,Makhna,74585
3138,2020-01-20,Roo Panes,Tiger Striped Sky,14522
3139,2020-01-20,Hozier,Cherry Wine - Live,0
3140,2020-01-20,Hozier,Cherry Wine - Live,240147
3141,2020-01-20,Roo Panes,Tiger Striped Sky,241720
3142,2020-01-20,Jason Isbell and the 400 Unit,If We Were Vampires,215563
3143,2020-01-20,Iron & Wine,Naked as We Came,85153
3144,2020-01-20,Iron & Wine,Naked as We Came,2559
3145,2020-01-20,Nick Mulvey,Fever To The Form,251184
3146,2020-01-20,The Stray Birds,Dream in Blue,146424
3125,2020-01-20,Taylor Swift,I Knew You Were Trouble.,219720
3136,2020-01-20,Taylor Swift,Everything Has Changed,200337
3124,2020-01-20,Taylor Swift,Treacherous,242760
3120,2020-01-20,Fearless Motivation,Different Breed (Motivational Speech),276403
3122,2020-01-20,Taylor Swift,Treacherous,7640
3123,2020-01-20,Taylor Swift,I Knew You Were Trouble.,1464
3100,2020-01-20,Dhvani Bhanushali,Vaaste,29885
3101,2020-01-20,Dhvani Bhanushali,Vaaste,196043
3102,2020-01-20,Coopex,Dance Monkey,194706
3103,2020-01-20,Jarah Damiël,Bigger,12533
3104,2020-01-20,Asdek,Nightmares,101087
3105,2020-01-20,N1XON,Chase You Down,57005
3106,2020-01-20,GALAFUNK,Veyla,133607
3107,2020-01-20,Fearless Motivation,My Escape (Gym Motivational Speech),151083
3108,2020-01-20,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],275297
3109,2020-01-20,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),213124
3099,2020-01-20,Dhvani Bhanushali,Vaaste,196043
