,Date,artistName,trackName,msPlayed
0,2019-09-21,Fearless Motivation,Your Results Are a Mirror (Motivational Speech),90007
1,2019-09-24,FINNEAS,I Don't Miss You at All,18791
2,2019-09-25,The Local Train,Aaftaab,233471
3,2019-09-25,Armaan Malik,Sau Aasmaan,234737
4,2019-09-25,Vishal Mishra,Kaise Hua,167575
5,2019-09-25,Vishal Mishra,Kaise Hua,4248
6,2019-09-25,Imagine Dragons,Thunder,187146
7,2019-09-25,Gaten Matarazzo,Never Ending Story,105541
24,2019-09-26,The Local Train,Mere Yaar,239018
23,2019-09-26,The Local Train,Aaftaab,233471
22,2019-09-26,The Local Train,Mere Yaar,6556
21,2019-09-26,The Local Train,Khudi,297642
20,2019-09-26,The Local Train,Dilnawaz,207530
19,2019-09-26,The Local Train,Gustaakh,184320
18,2019-09-26,The Local Train,Yeh Zindagi Hai - Demo,260381
17,2019-09-26,The Local Train,Kaisey Jiyun - Acoustic,219583
16,2019-09-26,The Local Train,Dil Mere,31402
15,2019-09-26,The Local Train,Dil Mere,179889
14,2019-09-26,The Local Train,Yeh Zindagi Hai,249160
13,2019-09-26,The Local Train,Kaisey Jiyun,239085
12,2019-09-26,The Local Train,Manzil,1690
11,2019-09-26,XXXTENTACION,changes,53341
10,2019-09-26,XXXTENTACION,changes,105662
9,2019-09-26,Leave the Crowd Speechless,Changes XXX Tentacion Tribute,10128
8,2019-09-26,XXXTENTACION,changes,5535
37,2019-09-27,The Local Train,Aaoge Tum Kabhi,238939
38,2019-09-27,The Local Train,Bandey,179059
39,2019-09-27,The Local Train,Kaisey Jiyun,41914
43,2019-09-27,The Local Train,Gustaakh,4872
41,2019-09-27,The Local Train,Dil Mere,101682
42,2019-09-27,The Local Train,Yeh Zindagi Hai - Demo,27028
36,2019-09-27,The Local Train,Manzil,260628
40,2019-09-27,The Local Train,Yeh Zindagi Hai,249160
35,2019-09-27,Taylor Swift,You Need To Calm Down,31856
27,2019-09-27,The Local Train,Aakhri Salaam,277432
33,2019-09-27,Taylor Swift,You Need To Calm Down,82083
32,2019-09-27,Taylor Swift,You Need To Calm Down,3723
31,2019-09-27,Taylor Swift,You Need To Calm Down,171360
30,2019-09-27,The Local Train,Khudi,125264
29,2019-09-27,The Local Train,Khudi,63569
28,2019-09-27,The Local Train,Vaaqif,380927
26,2019-09-27,The Local Train,Mizaaj,263509
25,2019-09-27,The Local Train,Mere Yaar,41425
34,2019-09-27,Taylor Swift,You Need To Calm Down,171360
46,2019-09-28,Arijit Singh,Tujhe Kitna Chahne Lage,284779
44,2019-09-28,Rachel Platten,Fight Song,204013
45,2019-09-28,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",196187
57,2019-10-01,Parthiv Gohil,Nadi Kinare Nariyeli,92630
63,2019-10-01,Parthiv Gohil,Jhanjhar Vali Tara,2260
62,2019-10-01,Lalitya Munshaw,Ghor Andhari Re,97808
61,2019-10-01,Lalitya Munshaw,Ha Ha Re Ghaduliyo,73404
60,2019-10-01,Lalitya Munshaw,Jino Jino Ude Re Gulal,100075
59,2019-10-01,Parthiv Gohil,Jhanjhar Vali Tara,72071
58,2019-10-01,Lalitya Munshaw,Lembuda Na Lila Pila Pan,70347
56,2019-10-01,Lalitya Munshaw,Maro Sonano,111490
47,2019-10-01,Shailendra Bharti,Dholida Dholida - DJ Remix,76450
54,2019-10-01,Bharat Joshi,Odhni Odhun To,65870
53,2019-10-01,Rajdeep Barot,Pari Hun Main,38420
52,2019-10-01,Vidya Vox,Minnale,45780
51,2019-10-01,Shreya Ghoshal,Nagada Sang Dhol,273256
50,2019-10-01,Kishore Manraja,Sonal Garbo Shire - DJ Remix,202400
49,2019-10-01,Kishore Manraja,Madi Tare Mandiriye Re Ghughra Ghmke Chhe - DJ Remix,406139
48,2019-10-01,Kishore Manraja,Pankhida Tu Udi Jaje - DJ Remix,9250
55,2019-10-01,Parthiv Gohil,Jhamkudi Re Jhamkudi,75493
109,2019-10-02,Kishore Manraja,Natvar Nano Re - DJ Remix,2349
108,2019-10-02,Kishore Manraja,Natvar Nano Re - DJ Remix,0
107,2019-10-02,Kishore Manraja,He Rude Garbe Rame Chhe - DJ Remix,0
106,2019-10-02,Shailendra Bharti,Pankhida Pankhida Pankhida Tu Udi Jage Paava Ghad Re - DJ Remix,762
105,2019-10-02,Shailendra Bharti,Pankhida Pankhida Pankhida Tu Udi Jage Paava Ghad Re - DJ Remix,330
101,2019-10-02,Rupal Doshi,Chalo Pela - DJ Remix,14
103,2019-10-02,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,266
102,2019-10-02,Rupal Doshi,Chalo Pela - DJ Remix,1080
110,2019-10-02,Kishore Manraja,Tara Vina Shyam Mane - DJ Remix,8898
100,2019-10-02,Kishore Manraja,Jhanjarwali Tara Bhajan No - DJ Remix,0
99,2019-10-02,Rupal Doshi,Mathe Matukadi - DJ Remix,0
98,2019-10-02,Rupal Doshi,Dholida Dhol Re Vagad - DJ Remix,308
104,2019-10-02,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,10342
111,2019-10-02,Kishore Manraja,Tara Vina Shyam Mane - DJ Remix,1223
115,2019-10-02,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,114638
113,2019-10-02,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,198424
114,2019-10-02,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,112769
116,2019-10-02,Kishore Manraja,Madi Ni Murti Lavo Ke - DJ Remix,375775
117,2019-10-02,Kishore Manraja,Madi Tare Mandiriye Re Ghughra Ghmke Chhe - DJ Remix,406139
118,2019-10-02,Kishore Manraja,Pankhida Tu Udi Jaje - DJ Remix,95701
119,2019-10-02,Kishore Manraja,Rame Ambe Maa Chachar Na - DJ Remix,1355
120,2019-10-02,Kishore Manraja,Rangtali Rangtali - DJ Remix,1540
121,2019-10-02,Kishore Manraja,Sonal Garbo Shire - DJ Remix,106005
122,2019-10-02,Kishore Manraja,Sonal Garbo Shire - DJ Remix,283683
123,2019-10-02,Kishore Manraja,Sonal Garbo Shire - DJ Remix,53511
124,2019-10-02,Kishore Manraja,Chalo Pela Bamboo Beats - DJ Remix,601767
125,2019-10-02,Kishore Manraja,Krishna Bhagwan Chalya - DJ Remix,539472
126,2019-10-02,Kishore Manraja,Sona Vatakadi Re - DJ Remix,60625
97,2019-10-02,Vatsala Patil,Mari Mahisagar Ni Aare - DJ Remix,305
112,2019-10-02,Rupal Doshi,He Mari Mahisagarni - DJ Remix,620
96,2019-10-02,Rupal Doshi,Nahi Melu Re - DJ Remix,1940
73,2019-10-02,The Local Train,Aakhri Salaam,140544
94,2019-10-02,Rupal Doshi,Chalo Pela - DJ Remix,323860
64,2019-10-02,The Local Train,Manzil,176802
65,2019-10-02,The Local Train,Aaftaab,233471
66,2019-10-02,The Local Train,Mere Yaar,286720
67,2019-10-02,The Local Train,Mizaaj,221832
68,2019-10-02,The Local Train,Khudi,191018
95,2019-10-02,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,15654
70,2019-10-02,The Local Train,Mere Yaar,282590
71,2019-10-02,The Local Train,Mizaaj,263509
72,2019-10-02,The Local Train,Aakhri Salaam,136888
74,2019-10-02,The Local Train,Vaaqif,212200
75,2019-10-02,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",6057
76,2019-10-02,Hailee Steinfeld,Starving,181880
77,2019-10-02,Hailee Steinfeld,Starving - Acoustic,181293
78,2019-10-02,Hailee Steinfeld,Most Girls,204400
69,2019-10-02,The Local Train,Mere Yaar,4148
80,2019-10-02,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",9125
79,2019-10-02,The Wanted,Could This Be Love,28459
93,2019-10-02,Rupal Doshi,Chalo Pela - DJ Remix,129827
92,2019-10-02,Shailendra Bharti,Pankhida Pankhida Pankhida Tu Udi Jage Paava Ghad Re - DJ Remix,321693
91,2019-10-02,Falguni Pathak,Ek Pagla Hai Meri Gali Ka,6842
89,2019-10-02,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",81441
88,2019-10-02,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",88234
87,2019-10-02,Hailee Steinfeld,Most Girls,204400
90,2019-10-02,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",3953
85,2019-10-02,Vatsala Patil,Dudhe Te Bhari Talavadi - DJ Remix,14793
84,2019-10-02,Shailendra Bharti,Dholida Dholida - DJ Remix,258400
83,2019-10-02,Jyostna Hardikar,Punamni Pyari Pyari Raat - DJ Remix,79334
82,2019-10-02,Damyanti Bardai,He Maa No Garbo Re Rame - DJ Remix,71875
81,2019-10-02,Jyostna Hardikar,Chhelaji Re - DJ Remix,1279
86,2019-10-02,Kishore Manraja,Tara Vina Shyam Mane - DJ Remix,53674
149,2019-10-03,Rupal Doshi,Dholida Dhol Re Vagad - DJ Remix,294
156,2019-10-03,Sachin-Jigar,"Sanedo (From ""Made in China"")",232000
150,2019-10-03,Kishore Manraja,Jhanjarwali Tara Bhajan No - DJ Remix,897
151,2019-10-03,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,820
152,2019-10-03,Rupal Doshi,He Mari Mahisagarni - DJ Remix,1215
153,2019-10-03,Shailendra Bharti,Pankhida Pankhida Pankhida Tu Udi Jage Paava Ghad Re - DJ Remix,278597
154,2019-10-03,Rupal Doshi,Chalo Pela - DJ Remix,0
155,2019-10-03,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,570
157,2019-10-03,Sachin-Jigar,Radha NE Shyam Mali Jashe,71020
164,2019-10-03,nobody.one,Milena,307946
159,2019-10-03,Fearless Motivation,When You Feel Like Quitting (Motivational Speech),213124
160,2019-10-03,Fearless Motivation,Time for War (Epic Motivational V1.0),246008
161,2019-10-03,Fearless Motivation,The Lion Attitude (Motivational Speech),12297
162,2019-10-03,Fearless Motivation,Your Results Are a Mirror (Motivational Speech),257012
163,2019-10-03,nobody.one,Jb,306906
165,2019-10-03,nobody.one,Lifeline,42528
166,2019-10-03,Rachel Platten,Fight Song,115380
148,2019-10-03,The Local Train,Yeh Zindagi Hai - Demo,383
158,2019-10-03,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],275297
147,2019-10-03,Kishore Manraja,Natvar Nano Re - DJ Remix,1472
141,2019-10-03,Jyostna Hardikar,Morli to Chali - DJ Remix,422718
145,2019-10-03,The Local Train,Kaisey Jiyun - Acoustic,219583
128,2019-10-03,Kinjal Dave,Mathura Ma Vagi Morli,195541
129,2019-10-03,Kinjal Dave,Mathura Ma Vagi Morli,3471
130,2019-10-03,Kinjal Dave,Char Char Bangdi Vali,136922
131,2019-10-03,Niranjan Pandya,Kana Ne Makhan Bhave Re,123088
132,2019-10-03,Pamela Jain,Aavya Re Avya Navratri,97436
133,2019-10-03,Shreya Ghoshal,Nagada Sang Dhol,1588
134,2019-10-03,Pamela Jain,Lili Lemdi Re Lilo,10307
135,2019-10-03,Damyanti Bardai,Pani Gyata Re - DJ Remix,1398
127,2019-10-03,Kishore Manraja,Sona Vatakadi Re - DJ Remix,304139
137,2019-10-03,Jyostna Hardikar,Chhelaji Re - DJ Remix,357390
138,2019-10-03,Karsan Sagathia,He Ranglo - DJ Remix,313913
139,2019-10-03,The Local Train,Aaoge Tum Kabhi,1613
140,2019-10-03,Jyostna Hardikar,Punamni Pyari Pyari Raat - DJ Remix,4981
146,2019-10-03,The Local Train,Yeh Zindagi Hai - Demo,203794
142,2019-10-03,The Local Train,Yeh Zindagi Hai,249160
143,2019-10-03,The Local Train,Dil Mere,124419
144,2019-10-03,The Local Train,Dil Mere,86871
136,2019-10-03,Abhaysingh Rathod,Limbuda Jhule Tara - DJ Remix,5929
193,2019-10-04,Imagine Dragons,Believer,204346
192,2019-10-04,Imagine Dragons,Believer,1633
187,2019-10-04,Council,Rust to Gold,183689
189,2019-10-04,Imagine Dragons,Thunder,0
188,2019-10-04,Council,Rust to Gold,4721
194,2019-10-04,Imagine Dragons,Thunder,187146
191,2019-10-04,Borgeous,Another Day,12936
195,2019-10-04,Imagine Dragons,Natural,189466
199,2019-10-04,Falguni Pathak,Yeh Kisne Jadu Kiya,38323
197,2019-10-04,Vikram Thakor,Kon Halave Limbadi,74059
198,2019-10-04,Falguni Pathak,Indhana Winva,263560
200,2019-10-04,Ed Sheeran,Photograph,256293
201,2019-10-04,Boyce Avenue,Photograph,283
202,2019-10-04,One Direction,They Don't Know About Us,45928
203,2019-10-04,Ed Sheeran,Photograph,4138
186,2019-10-04,Imagine Dragons,Believer,199951
196,2019-10-04,Imagine Dragons,Bad Liar,231982
185,2019-10-04,Imagine Dragons,Believer,95485
190,2019-10-04,Mattilo,It´s Not Over,101785
183,2019-10-04,The Local Train,Aaftaab,233471
184,2019-10-04,Alo Wala,Little Lotto,172074
167,2019-10-04,Rupal Doshi,Dholida Dhol Re Vagad - DJ Remix,2336
168,2019-10-04,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,2446
170,2019-10-04,Rupal Doshi,Mathe Matukadi - DJ Remix,0
171,2019-10-04,Kishore Manraja,Jhanjarwali Tara Bhajan No - DJ Remix,1837
172,2019-10-04,Kishore Manraja,Tara Vina Shyam Mane - DJ Remix,411
173,2019-10-04,Kishore Manraja,Natvar Nano Re - DJ Remix,377443
174,2019-10-04,Rupal Doshi,He Mari Mahisagarni - DJ Remix,17650
169,2019-10-04,Rupal Doshi,Nahi Melu Re - DJ Remix,204
176,2019-10-04,Rupal Doshi,He Mari Mahisagarni - DJ Remix,711
177,2019-10-04,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,425792
178,2019-10-04,Kishore Manraja,Madi Ni Murti Lavo Ke - DJ Remix,361602
179,2019-10-04,Fearless Motivation,Beast Mode (Reloaded) [Gym Motivational Speech],22668
180,2019-10-04,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",44823
181,2019-10-04,The Local Train,Yeh Zindagi Hai,91076
175,2019-10-04,Kishore Manraja,He Rude Garbe Rame Chhe - DJ Remix,1244
182,2019-10-04,The Local Train,Aaftaab,543
245,2019-10-05,THE RANVEER SHOW,From Poverty To SUPERSTAR | The Inspiring Be YouNick Story | BeerBiceps Interview  ,710923
244,2019-10-05,Ed Sheeran,Photograph,64873
243,2019-10-05,Post Malone,Circles,194232
242,2019-10-05,Post Malone,Circles,215280
241,2019-10-05,Ed Sheeran,Photograph,77518
238,2019-10-05,The Chainsmokers,Don't Let Me Down (feat. Daya),7708
239,2019-10-05,Major Lazer,Cold Water,185351
237,2019-10-05,Ed Sheeran,Photograph,256293
236,2019-10-05,Boyce Avenue,Photograph,134663
246,2019-10-05,Ed Sheeran,Photograph,256293
235,2019-10-05,Boyce Avenue,Photograph,260186
240,2019-10-05,Major Lazer,Cold Water,129260
247,2019-10-05,Ed Sheeran,Photograph,256293
255,2019-10-05,Ed Sheeran,Photograph,256293
249,2019-10-05,Ed Sheeran,Photograph,215653
261,2019-10-05,Ed Sheeran,Photograph,30000
250,2019-10-05,Falguni Pathak,Indhana Winva,19741
251,2019-10-05,Ed Sheeran,Photograph,256293
252,2019-10-05,Ed Sheeran,Photograph,256293
253,2019-10-05,Ed Sheeran,Photograph,256293
254,2019-10-05,Ed Sheeran,Photograph,256293
256,2019-10-05,Ed Sheeran,Photograph,80658
257,2019-10-05,Ed Sheeran,Photograph,175678
258,2019-10-05,Ed Sheeran,Photograph,256293
259,2019-10-05,Ed Sheeran,Photograph,256293
260,2019-10-05,Ed Sheeran,Photograph,256293
234,2019-10-05,Annie LeBlanc,Photograph,46293
248,2019-10-05,Ed Sheeran,Photograph,256293
233,2019-10-05,Ed Sheeran,Photograph,3348
215,2019-10-05,Shailendra Bharti,Dholida Dholida - DJ Remix,7281
231,2019-10-05,Neena Goh,Photograph (Instrumental),144696
204,2019-10-05,The Local Train,Dil Mere,0
205,2019-10-05,Calum Scott,You Are The Reason,283
232,2019-10-05,The O'Neill Brothers Group,Photograph (Instrumental Version),147347
207,2019-10-05,Calum Scott,You Are The Reason - Duet Version,3503
208,2019-10-05,The Local Train,Choo Lo,13890
209,2019-10-05,Calum Scott,You Are The Reason - Duet Version,60364
210,2019-10-05,Armin van Buuren,Don't Give Up On Me,54359
211,2019-10-05,Damyanti Bardai,Pani Gyata Re - DJ Remix,2774
212,2019-10-05,Jyostna Hardikar,Punamni Pyari Pyari Raat - DJ Remix,458791
213,2019-10-05,Kamlesh Avasthi,Tari Aankhno Aafini - DJ Remix,4276
214,2019-10-05,Damyanti Bardai,He Maa No Garbo Re Rame - DJ Remix,346779
216,2019-10-05,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,24752
217,2019-10-05,Kishore Manraja,Charar Charar Maru Chakdol Chale - DJ Remix,394555
206,2019-10-05,Calum Scott,You Are The Reason,13076
219,2019-10-05,Kishore Manraja,Jhanjarwali Tara Bhajan No - DJ Remix,233232
218,2019-10-05,Rupal Doshi,Dholida Dhol Re Vagad - DJ Remix,498364
230,2019-10-05,Neena Goh,Photograph (Instrumental),264444
228,2019-10-05,Ed Sheeran,Photograph,256293
227,2019-10-05,Ed Sheeran,Photograph,256293
226,2019-10-05,Ed Sheeran,Photograph,100941
229,2019-10-05,Ed Sheeran,Photograph,7006
224,2019-10-05,Ed Sheeran,Photograph,256293
223,2019-10-05,Ed Sheeran,Photograph,110
222,2019-10-05,Ed Sheeran,Photograph,82986
221,2019-10-05,Ed Sheeran,Photograph,256293
220,2019-10-05,Rupal Doshi,Mathe Matukadi - DJ Remix,129603
225,2019-10-05,Ed Sheeran,Photograph,256293
293,2019-10-06,Ed Sheeran,Photograph,256293
286,2019-10-06,Ed Sheeran,Photograph,256293
287,2019-10-06,Ed Sheeran,Photograph,256293
288,2019-10-06,Ed Sheeran,Photograph,53909
289,2019-10-06,Ed Sheeran,Photograph,256293
290,2019-10-06,Ed Sheeran,Photograph,256293
291,2019-10-06,Ed Sheeran,Photograph,256293
292,2019-10-06,Ed Sheeran,Photograph,256293
294,2019-10-06,Ed Sheeran,Photograph,256293
301,2019-10-06,Ed Sheeran,Photograph,162621
296,2019-10-06,Ed Sheeran,Photograph,256293
297,2019-10-06,Ed Sheeran,Photograph,2794
298,2019-10-06,Ed Sheeran,Photograph,8682
299,2019-10-06,Ed Sheeran,Photograph,249627
300,2019-10-06,Ed Sheeran,Photograph,248538
302,2019-10-06,Ed Sheeran,Photograph,93672
303,2019-10-06,Ed Sheeran,Photograph,256293
304,2019-10-06,Ed Sheeran,Photograph,204828
285,2019-10-06,THE RANVEER SHOW,From Poverty To SUPERSTAR | The Inspiring Be YouNick Story | BeerBiceps Interview  ,10166
295,2019-10-06,Ed Sheeran,Photograph,256293
284,2019-10-06,Kishore Manraja,Rangtali Rangtali - DJ Remix,129613
305,2019-10-06,Rascal Flatts,I Won't Let Go,21154
282,2019-10-06,Kishore Manraja,Pankhida Tu Udi Jaje - DJ Remix,304118
283,2019-10-06,Kishore Manraja,Rame Ambe Maa Chachar Na - DJ Remix,378945
263,2019-10-06,Ed Sheeran,Photograph,225599
264,2019-10-06,Ed Sheeran,Photograph,256293
265,2019-10-06,Ed Sheeran,Photograph,256293
266,2019-10-06,Ed Sheeran,Photograph,256293
267,2019-10-06,Ed Sheeran,Photograph,256293
268,2019-10-06,Ed Sheeran,Photograph,256293
269,2019-10-06,Ed Sheeran,Photograph,256293
270,2019-10-06,Ed Sheeran,Photograph,256293
271,2019-10-06,Ed Sheeran,Photograph,15985
262,2019-10-06,Ed Sheeran,Photograph,256293
273,2019-10-06,Riley Johns,Don't Give Up On Me (From FIve Feet Apart),1261
274,2019-10-06,R3HAB,Don’t Give Up On Me Now,11115
275,2019-10-06,Karaoke Pro,Don't Give Up On Me (Originally Performed by Andy Grammer) - Karaoke Version,103253
276,2019-10-06,Rupal Doshi,Dholida Dhol Re Vagad - DJ Remix,6911
277,2019-10-06,Shailendra Bharti,Dholida Dholida - DJ Remix,4480
278,2019-10-06,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,425792
279,2019-10-06,Kishore Manraja,Madi Ni Murti Lavo Ke - DJ Remix,375775
280,2019-10-06,Kishore Manraja,Madi Tare Mandiriye Re Ghughra Ghmke Chhe - DJ Remix,406139
281,2019-10-06,Kishore Manraja,Pankhida Tu Udi Jaje - DJ Remix,74322
272,2019-10-06,Faryn Brown,Don't Give Up On Me (From FIve Feet Apart),837
333,2019-10-07,Ed Sheeran,Photograph,791
332,2019-10-07,Ed Sheeran,Photograph,256293
328,2019-10-07,Dylan Cooper,Infinity,161405
330,2019-10-07,Dylan Cooper,Infinity,3653
329,2019-10-07,Hapo Dayanidhi,Ambient Moods,4106
334,2019-10-07,Ed Sheeran,Photograph,210808
331,2019-10-07,Ed Sheeran,Photograph,256293
335,2019-10-07,Boyce Avenue,Photograph,0
340,2019-10-07,Ed Sheeran,Photograph,98269
337,2019-10-07,Boyce Avenue,Photograph,9505
338,2019-10-07,Annie LeBlanc,Photograph,153135
339,2019-10-07,Ed Sheeran,Photograph,256293
341,2019-10-07,Ed Sheeran,Photograph,254947
342,2019-10-07,Ed Sheeran,Photograph,238783
343,2019-10-07,Ed Sheeran,Photograph,710
344,2019-10-07,Ed Sheeran,Photograph,256293
327,2019-10-07,Niles Harvey,Walking in the Moonlight,78000
336,2019-10-07,Penn Masala,Photograph / Aayat / Laal Ishq,13499
326,2019-10-07,Deep Focus Study,Deep Focus Study Ep. Two,98000
322,2019-10-07,Hans Overgraard,Impression,172800
324,2019-10-07,Hapo Dayanidhi,Magical Moonlight,178500
306,2019-10-07,James Arthur,Say You Won't Let Go,211466
325,2019-10-07,Toni Verde,Evolution,276141
308,2019-10-07,James Arthur,Say You Won't Let Go,97644
309,2019-10-07,Ed Sheeran,Photograph,256293
310,2019-10-07,Ed Sheeran,Photograph,256293
311,2019-10-07,Ed Sheeran,Photograph,144803
312,2019-10-07,Ed Sheeran,Photograph,256293
313,2019-10-07,Ed Sheeran,Photograph,11680
314,2019-10-07,Ed Sheeran,Photograph,256293
307,2019-10-07,James Arthur,Say You Won't Let Go,211466
316,2019-10-07,Lalitya Munshaw,Madi Tara,0
317,2019-10-07,Anup Jalota,Sonal Garbo,95053
318,2019-10-07,Aishwarya Majmudar,Kaho Poonam Na,170013
319,2019-10-07,Aishwarya Majmudar,Dholida Tu Evo,176293
320,2019-10-07,Aishwarya Majmudar,Saiyyar Mori Re,176333
321,2019-10-07,Aishwarya Majmudar,Apna Malak Na,130590
323,2019-10-07,Niles Harvey Ensemble,Heaven,78000
315,2019-10-07,Lalitya Munshaw,Nortani Raat,0
364,2019-10-08,Ezra Furman,Love You So Bad,80580
365,2019-10-08,Alan Walker,Live Fast - PUBGM,223750
366,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
367,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
368,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
369,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
370,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
374,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
372,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
373,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
375,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
376,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
377,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
378,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
363,2019-10-08,Jesse McCartney,Better with You,198459
371,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
362,2019-10-08,Jesse McCartney,Better with You,18950
351,2019-10-08,Sam Smith,Too Good At Goodbyes,139755
360,2019-10-08,Jon Bellion,Dead Man Walking,4170
361,2019-10-08,Armaan Malik,Main Rahoon Ya Na Rahoon,154020
345,2019-10-08,Shailendra Bharti,Dholida Dholida - DJ Remix,258400
346,2019-10-08,Vatsala Patil,Dudhe Te Bhari Talavadi - DJ Remix,234200
347,2019-10-08,Vatsala Patil,Mari Mahisagar Ni Aare - DJ Remix,280626
348,2019-10-08,Shailendra Bharti,Pankhida Pankhida Pankhida Tu Udi Jage Paava Ghad Re - DJ Remix,321693
350,2019-10-08,Ed Sheeran,Photograph,250199
352,2019-10-08,Imagine Dragons,Believer,138448
349,2019-10-08,Rupal Doshi,Chalo Pela - DJ Remix,582338
354,2019-10-08,Jyostna Hardikar,Punamni Pyari Pyari Raat - DJ Remix,458791
355,2019-10-08,Damyanti Bardai,He Maa No Garbo Re Rame - DJ Remix,70630
356,2019-10-08,Shakira,La La La (Brazil 2014) (feat. Carlinhos Brown),2554
357,2019-10-08,Brazilia Party Squad,Brazil (La La La La),114038
358,2019-10-08,Vengaboys,To Brazil!,70278
359,2019-10-08,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",181760
353,2019-10-08,Imagine Dragons,Believer,10710
437,2019-10-09,Snow Patrol,Chasing Cars,9301
431,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",23731
436,2019-10-09,The Bangles,Eternal Flame,27660
435,2019-10-09,Shishir Bhanot,Pal Pal Dil Ke Paas,80255
434,2019-10-09,Neeti Mohan,Soch Na Sake-Sab Tera,58790
433,2019-10-09,Shishir Bhanot,Pal Pal Dil Ke Paas,167301
432,2019-10-09,Shishir Bhanot,Pal Pal Dil Ke Paas,160482
430,2019-10-09,Dhvani Bhanushali,"Bekhayali Acoustic - Dhvani Bhanushali Version (From ""T-Series Acoustics"")",0
423,2019-10-09,Ed Sheeran,Photograph,256293
428,2019-10-09,Sachet Tandon,"Psycho Saiyaan (From ""Saaho"")",5142
427,2019-10-09,Neha Kakkar,"O Saki Saki (From ""Batla House"")",2348
426,2019-10-09,Ed Sheeran,Photograph,127511
425,2019-10-09,Ed Sheeran,Photograph,256293
424,2019-10-09,Ed Sheeran,Photograph,256293
438,2019-10-09,Snow Patrol,Chasing Cars,620
422,2019-10-09,Ed Sheeran,Photograph,256293
421,2019-10-09,David Gray,This Year's Love,239433
429,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",207747
439,2019-10-09,Ed Sheeran,Photograph,256293
459,2019-10-09,Halsey,Sorry,11036
441,2019-10-09,P!nk,Please Don't Leave Me,231560
420,2019-10-09,Bob Dylan,The Man in Me,1160
458,2019-10-09,Gavin DeGraw,Not Over You,135614
457,2019-10-09,Backstreet Boys,Incomplete,239584
456,2019-10-09,Stanaj,Changed,207800
455,2019-10-09,Avril Lavigne,When You're Gone,146411
454,2019-10-09,Halsey,Sorry,220540
453,2019-10-09,Avril Lavigne,When You're Gone,240047
452,2019-10-09,Owl City,Vanilla Twilight,710
451,2019-10-09,P!nk,Please Don't Leave Me,102097
450,2019-10-09,5 Seconds of Summer,Amnesia,207489
449,2019-10-09,Owl City,Vanilla Twilight,231706
448,2019-10-09,P!nk,Please Don't Leave Me,231560
446,2019-10-09,Owl City,Vanilla Twilight,231706
